Date,BIL,CL=F,DX-Y.NYB,GLD,IWM,QQQ,SGOV,SPY,TLT,VEA,VTI,VWO,XLE,XLF,XLK,XLV,^TNX,^VIX
2024-06-10,,,,,,,,,,,,,,,,,4.468999862670898,12.739999771118164
2024-06-11,84.1303939819336,77.9000015258789,105.2300033569336,214.14999389648438,196.798583984375,462.93585205078125,92.28800201416016,524.1926879882812,84.26492309570312,47.008663177490234,257.73046875,40.85797882080078,42.44232177734375,39.61191177368164,108.70256042480469,141.51133728027344,4.4039998054504395,12.850000381469727
2024-06-12,84.1487808227539,78.5,104.6500015258789,214.72000122070312,199.81961059570312,468.9992370605469,92.30638122558594,528.4979858398438,84.89807891845703,47.58159255981445,260.15875244140625,41.178428649902344,41.98736572265625,39.5731201171875,111.10698699951172,141.21157836914062,4.295000076293945,12.039999961853027
2024-06-13,84.157958984375,78.62000274658203,105.19999694824219,212.97000122070312,198.07369995117188,471.5413513183594,92.31559753417969,529.5620727539062,86.14604187011719,46.91474151611328,260.2757873535156,41.13130187988281,41.60276412963867,39.54403305053711,111.98580932617188,141.09556579589844,4.23799991607666,11.9399995803833
2024-06-14,84.20391845703125,78.44999694824219,105.55000305175781,215.72999572753906,194.92514038085938,473.9845275878906,92.36149597167969,529.8843383789062,86.87096405029297,46.49208450317383,260.08074951171875,41.244407653808594,41.29320526123047,39.41798400878906,112.40547180175781,141.0472412109375,4.2129998207092285,12.65999984741211
2024-06-17,84.21309661865234,80.33000183105469,105.31999969482422,214.61000061035156,196.5631866455078,479.7907409667969,92.37071228027344,534.1015014648438,86.00840759277344,46.6611442565918,262.0604553222656,41.470611572265625,41.40107727050781,39.76705551147461,114.10880279541016,140.9022216796875,4.2789998054504395,12.75
2024-06-18,84.23148345947266,81.56999969482422,105.26000213623047,215.47000122070312,196.90647888183594,479.9391174316406,92.39826202392578,535.4586791992188,86.79755401611328,46.848995208740234,262.7235107421875,41.80049133300781,41.57461929321289,40.019187927246094,114.25199127197266,141.0858917236328,4.2170000076293945,12.300000190734863
2024-06-20,84.24983978271484,82.16999816894531,105.58999633789062,218.16000366210938,196.07272338867188,476.23974609375,92.40743255615234,534.0040283203125,86.21944427490234,46.848995208740234,262.0604553222656,41.72509002685547,42.339141845703125,40.23251724243164,112.96829986572266,141.55001831054688,4.254000186920166,13.279999732971191
2024-06-21,84.27741241455078,80.7300033569336,105.80000305175781,214.77999877929688,196.51412963867188,474.9637451171875,92.44422149658203,533.2880859375,86.21944427490234,46.537105560302734,261.66058349609375,41.583168029785156,42.09524154663086,40.07735824584961,112.77083587646484,141.94644165039062,4.256999969482422,13.199999809265137
2024-06-24,84.29579162597656,81.62999725341797,105.47000122070312,215.6300048828125,197.3674774169922,469.5564270019531,92.45340728759766,531.5545043945312,86.56814575195312,46.944740295410156,261.22174072265625,41.55478286743164,43.15666961669922,40.48917007446289,110.00607299804688,142.77438354492188,4.248000144958496,13.329999923706055
2024-06-25,84.29579162597656,80.83000183105469,105.61000061035156,214.55999755859375,196.72010803222656,474.92608642578125,92.47177124023438,533.6015014648438,86.71497344970703,47.0110969543457,262.07989501953125,41.431785583496094,43.255950927734375,40.187374114990234,112.02399444580078,142.32791137695312,4.23799991607666,12.84000015258789
2024-06-26,84.30500030517578,80.9000015258789,106.05000305175781,212.5800018310547,196.20025634765625,475.90692138671875,92.48094940185547,534.2674560546875,85.4761962890625,46.69826126098633,262.0701904296875,41.31824493408203,42.8304328918457,39.93425750732422,111.89541625976562,141.82315063476562,4.315999984741211,12.550000190734863
2024-06-27,84.3233642578125,81.73999786376953,105.91000366210938,214.99000549316406,198.19139099121094,477.1353759765625,92.49015808105469,535.1096801757812,85.81570434570312,46.81201934814453,262.70404052734375,41.29932403564453,42.92972183227539,39.885581970214844,111.94981384277344,141.5901641845703,4.288000106811523,12.239999771118164
2024-06-28,84.3509521484375,81.54000091552734,105.87000274658203,215.00999450683594,199.00550842285156,474.6585693359375,92.52690887451172,533.0039672851562,84.21902465820312,46.849937438964844,261.80560302734375,41.40340042114258,43.09520721435547,40.021873474121094,111.89046478271484,141.4737091064453,4.3429999351501465,12.4399995803833
2024-07-01,84.38048553466797,83.37999725341797,105.9000015258789,215.57000732421875,197.3380584716797,477.4425048828125,92.5628890991211,534.1008911132812,82.76551055908203,46.88785934448242,262.3340759277344,41.498016357421875,43.118839263916016,40.109493255615234,112.73621368408203,140.67774963378906,4.479000091552734,12.220000267028809
2024-07-02,84.38971710205078,82.80999755859375,105.72000122070312,215.55999755859375,198.01483154296875,482.45550537109375,92.57211303710938,537.6952514648438,83.40987396240234,46.99214553833008,263.8510437011719,41.64939880371094,43.08574676513672,40.5767822265625,113.300048828125,140.16331481933594,4.435999870300293,12.029999732971191
2024-07-03,84.41741180419922,83.87999725341797,105.4000015258789,217.99000549316406,197.96578979492188,486.477783203125,92.59978485107422,540.0947875976562,84.5053482055664,47.55145263671875,264.9374084472656,42.26439666748047,43.274864196777344,40.450225830078125,114.82830810546875,139.09561157226562,4.355000019073486,12.09000015258789
2024-07-05,84.4450912475586,83.16000366210938,104.87999725341797,220.92999267578125,197.024169921875,491.5502014160156,92.63668823242188,543.2094116210938,85.20492553710938,47.85481643676758,266.3172912597656,42.25493240356445,42.5987663269043,40.440494537353516,115.1794662475586,140.17303466796875,4.271999835968018,12.479999542236328
2024-07-08,84.46356964111328,82.33000183105469,105.01000213623047,218.19000244140625,198.40719604492188,492.71923828125,92.65515899658203,543.8361206054688,85.38905334472656,47.6462516784668,266.6794128417969,42.25493240356445,42.3387336730957,40.333404541015625,115.96585845947266,140.0177001953125,4.269000053405762,12.369999885559082
2024-07-09,84.46356964111328,81.41000366210938,105.12000274658203,218.55999755859375,197.54400634765625,493.14520263671875,92.65515899658203,544.3649291992188,85.01162719726562,47.48509979248047,266.6109313964844,42.43470001220703,41.96522521972656,40.64493179321289,115.87188720703125,140.69720458984375,4.300000190734863,12.510000228881836
2024-07-10,84.48202514648438,82.0999984741211,105.05000305175781,219.36000061035156,199.47628784179688,498.2870178222656,92.67361450195312,549.7515258789062,85.2785873413086,48.14869689941406,269.1946105957031,42.605003356933594,42.248897552490234,40.80070114135742,117.5534896850586,142.02700805664062,4.28000020980835,12.850000381469727
2024-07-11,84.49126434326172,82.62000274658203,104.44000244140625,223.25,206.6463623046875,487.3594970703125,92.69205474853516,545.0113525390625,86.10707092285156,48.33829116821289,267.9908447265625,42.9361572265625,42.6885986328125,41.1219596862793,114.6106948852539,143.02676391601562,4.192999839782715,12.920000076293945
2024-07-12,84.52816772460938,82.20999908447266,104.08999633789062,223.11000061035156,209.05926513671875,490.2226867675781,92.73819732666016,548.4490356445312,86.47529602050781,48.8217658996582,269.76226806640625,43.13485336303711,42.797340393066406,41.25825119018555,115.63449096679688,143.9197998046875,4.189000129699707,12.460000038146973
2024-07-15,84.5466079711914,81.91000366210938,104.19000244140625,223.8300018310547,213.03170776367188,491.5403137207031,92.73819732666016,549.9572143554688,85.48109436035156,48.452049255371094,270.9170837402344,42.69015884399414,43.445068359375,41.86184310913086,115.84221649169922,143.4150390625,4.229000091552734,13.119999885559082
2024-07-16,84.5466079711914,80.76000213623047,104.2699966430664,228.2899932861328,220.2998504638672,491.7285461425781,92.75666046142578,553.2186279296875,86.68701171875,48.7364501953125,273.1484680175781,42.96454620361328,43.638916015625,42.33887481689453,115.45643615722656,145.46315002441406,4.166999816894531,13.1899995803833
2024-07-17,84.5743179321289,82.8499984741211,103.75,227.22999572753906,217.99485778808594,477.29388427734375,92.7658920288086,545.4618530273438,86.7054214477539,48.46153259277344,269.29248046875,42.340087890625,44.07388687133789,42.66014099121094,110.96558380126953,146.1231689453125,4.145999908447266,14.479999542236328
2024-07-18,84.58354949951172,82.81999969482422,104.16999816894531,225.77999877929688,213.7771453857422,475.03509521484375,92.78434753417969,541.2700805664062,86.0426254272461,47.98753356933594,266.9437255859375,41.97108840942383,44.15426254272461,42.144168853759766,110.97547912597656,142.8035430908203,4.189000129699707,15.930000305175781
2024-07-19,84.61122131347656,80.12999725341797,104.4000015258789,221.72999572753906,212.68841552734375,470.8245849609375,92.82125854492188,537.6756591796875,85.53632354736328,47.70314025878906,265.2799377441406,41.564247131347656,43.67201232910156,41.71581268310547,109.2394790649414,143.531494140625,4.238999843597412,16.520000457763672
2024-07-22,84.62969970703125,79.77999877929688,104.30999755859375,221.8000030517578,216.07237243652344,477.8387756347656,92.8397216796875,543.218994140625,85.28775787353516,48.16765594482422,268.04962158203125,41.88593673706055,43.397789001464844,41.949466705322266,111.826171875,144.35658264160156,4.260000228881836,14.90999984741211
2024-07-23,84.62969970703125,76.95999908447266,104.44999694824219,222.5800018310547,218.3675537109375,476.15460205078125,92.84894561767578,542.3671264648438,85.1681137084961,47.92116928100586,267.85382080078125,41.450706481933594,42.7075080871582,42.027347564697266,111.38104248046875,144.26925659179688,4.238999843597412,14.720000267028809
2024-07-24,84.65737915039062,77.58999633789062,104.38999938964844,221.8000030517578,213.67909240722656,459.0747985839844,92.85816192626953,530.0755615234375,84.2475814819336,47.32393264770508,261.8251647949219,41.015480041503906,42.712242126464844,41.452964782714844,106.77149200439453,145.4728240966797,4.285999774932861,18.040000915527344
2024-07-25,84.65737915039062,78.27999877929688,104.36000061035156,218.3300018310547,216.34701538085938,454.01220703125,92.8766098022461,527.313720703125,84.93798065185547,47.03006362915039,260.8171691894531,40.91141128540039,43.44980239868164,41.608726501464844,105.62899017333984,144.74481201171875,4.25600004196167,18.459999084472656
2024-07-26,84.70353698730469,77.16000366210938,104.31999969482422,220.6300048828125,219.9271240234375,458.6685485839844,92.904296875,533.2194213867188,85.60075378417969,47.6462516784668,263.93914794921875,41.36555862426758,43.586910247802734,42.260990142822266,106.96932220458984,145.56021118164062,4.199999809265137,16.389999389648438
2024-07-29,84.70353698730469,75.80999755859375,104.55999755859375,220.32000732421875,217.4847869873047,459.5899353027344,92.93199157714844,533.5328979492188,86.06102752685547,47.456661224365234,263.9587097167969,41.223628997802734,43.213401794433594,42.20258331298828,106.49452209472656,145.64755249023438,4.177999973297119,16.600000381469727
2024-07-30,84.7127685546875,74.7300033569336,104.55000305175781,222.52000427246094,218.30873107910156,453.27911376953125,92.93199157714844,530.8297729492188,86.39242553710938,47.56093215942383,262.8625793457031,41.1100959777832,43.884765625,42.68934631347656,103.81880187988281,145.77374267578125,4.14300012588501,17.690000534057617
2024-07-31,84.73123931884766,77.91000366210938,104.0999984741211,226.5500030517578,219.5740203857422,466.69329833984375,92.94121551513672,539.4581909179688,87.27615356445312,48.262454986572266,266.7577209472656,41.90485763549805,44.06915283203125,42.58225631713867,108.21568298339844,145.2398681640625,4.109000205993652,16.360000610351562
